Uwindow,SHGC,Ropaque,Qinfil,Qventilation,Qcasual,Fafterhours,Mset up/down,"Tsa,clg","Tsa,htg","Tsa,reset","Tafterhours,htg","Tafterhours,clg","Fvav,min-sp","Shtg,summer"
1.5595,0.51822,4.6271,0.54536,1.6815,4.915,0.73185,0.57165,14.964,22.552,0.04775,0.95611,1.0888,0.33883,0.80215
3.1278,0.32774,2.701,0.38723,1.3643,18.246,0.94185,0.98965,14.198,23.553,0.38725,0.69147,1.2729,0.29578,0.61845
3.2194,0.46386,4.4115,0.33054,0.91703,19.464,0.15035,0.89095,13.232,23.988,0.86925,0.89454,1.2047,0.34863,0.85345
3.3006,0.39334,2.1407,0.43934,0.88841,16.575,0.35685,0.13495,13.724,21.476,0.25905,0.9372,1.0644,0.58017,0.29155
1.65,0.49566,4.3957,0.99023,0.32267,8.4833,0.30015,0.40295,14.265,19.218,0.30175,0.71362,1.1478,0.20122,0.30125
2.2922,0.6261,2.5267,0.78593,0.92009,7.601,0.57025,0.65645,12.294,21.6,0.48165,0.92734,1.1087,0.50243,0.14425
2.0016,0.44662,1.5674,0.49352,0.56945,3.9903,0.40485,0.50585,13.454,23.507,0.37185,0.89451,1.1965,0.21048,0.66395
3.1807,0.5075,2.7686,0.8781,1.6611,17.861,0.94385,0.03535,12.851,15.496,0.24555,0.7085,1.2102,0.56222,0.22145
2.3773,0.3315,2.9474,0.56822,0.54371,19.749,0.40275,0.89695,12.657,15.374,0.53915,0.69739,1.2283,0.17797,0.47115
3.463,0.66342,4.4699,0.57632,0.91055,9.4456,0.34255,0.58725,14.508,18.317,0.25955,0.97173,1.2035,0.46083,0.88005
1.892,0.38826,4.6978,0.76793,0.71183,13.764,0.70505,0.38885,13.198,17.9,0.78845,0.74821,1.0806,0.23598,0.27165
2.0371,0.45002,2.4522,0.33954,0.24365,3.5244,0.31085,0.43385,12.96,16.03,0.05385,0.98971,1.1464,0.11467,0.37265
1.8075,0.56342,3.5526,0.4469,1.252,6.9534,0.53655,0.66795,13.58,22.258,0.72825,0.7796,1.0972,0.15388,0.13155
1.7884,0.60518,2.6646,0.76577,0.63875,15.084,0.20985,0.31485,13.731,15.745,0.09955,0.86917,1.1047,0.22887,0.75625
3.3135,0.37086,3.2358,0.55085,1.4037,18.758,0.69525,0.31115,12.944,19.986,0.80035,0.91186,1.2458,0.40072,0.28955
2.7217,0.50522,4.0275,0.69827,0.29027,12.885,0.07895,0.05715,12.371,15.593,0.56195,0.89269,1.0957,0.36133,0.99505
2.6507,0.69338,3.8305,0.93471,0.50591,17.073,0.35675,0.31845,13.081,16.63,0.03895,0.75787,1.1592,0.41592,0.35845
1.8187,0.57858,1.7133,0.39291,1.1534,18.858,0.00915,0.27615,13.294,20.612,0.53095,0.84318,1.1372,0.51487,0.94235
3.2992,0.34298,4.689,0.35816,1.3058,7.0792,0.94635,0.57575,13.548,23.273,0.92315,0.68322,1.0739,0.22343,0.18865
2.7975,0.3197,4.0051,0.64994,1.1949,3.4649,0.44995,0.23915,13.745,18.212,0.82165,0.76459,1.2465,0.48482,0.36475
2.2485,0.49126,3.1126,0.25998,0.35111,15.392,0.17825,0.00405,14.699,18.943,0.70705,0.93458,1.2746,0.13003,0.21495
2.5751,0.47826,2.1848,0.28914,0.38117,3.7879,0.84735,0.12075,13.575,17.632,0.59535,0.9659,1.1537,0.12898,0.02965
2.3151,0.4951,2.9306,0.84704,1.6203,12.39,0.59735,0.50865,12.402,17.697,0.15915,0.6916,1.0754,0.56548,0.20155
1.6261,0.36206,1.5068,0.19266,0.73685,3.9733,0.06865,0.70605,14.781,20.254,0.48525,0.81666,1.1682,0.57312,0.29315
1.9787,0.44582,3.4108,0.7025,0.53723,18.372,0.89455,0.72365,12.825,21.587,0.24995,0.94434,1.1931,0.18983,0.80205
1.7742,0.6493,3.5267,0.27258,0.53993,12.159,0.05915,0.78605,13.076,16.857,0.74995,0.91061,1.2077,0.50777,0.34615
1.9102,0.59154,1.7095,0.42288,0.53435,15.56,0.91025,0.86605,13.852,16.139,0.29495,0.94709,1.1694,0.18093,0.80925
2.011,0.46622,2.8995,0.5684,1.6091,5.5797,0.52585,0.82265,14.169,21.233,0.79135,0.82536,1.2,0.40592,0.93545
2.3657,0.66722,3.3062,0.3273,1.1433,7.3392,0.42045,0.20795,13.359,21.568,0.29985,0.82859,1.1074,0.25998,0.06105
1.5833,0.34502,4.5074,0.7413,1.5877,7.1471,0.40255,0.23075,14.38,19.694,0.15345,0.81605,1.0955,0.21827,0.07045
3.45,0.3817,4.1276,0.36654,0.94619,16.557,0.92075,0.48885,14.788,15.762,0.81885,0.82187,1.1781,0.46608,0.65785
3.5325,0.6909,4.1486,0.13604,1.6565,17.971,0.81625,0.22245,13.191,16.597,0.93695,0.71378,1.1938,0.49008,0.17555
2.4963,0.35758,4.4335,0.81878,1.8807,10.787,0.80825,0.24335,12.859,22.66,0.62985,0.80107,1.0978,0.15393,0.49015
2.5182,0.4509,2.3391,0.14189,1.0907,13.403,0.24725,0.24945,13.036,21.068,0.66355,0.80622,1.1565,0.36398,0.60125
2.1851,0.41938,2.6825,0.36996,0.87437,10.382,0.74705,0.07675,12.382,18.411,0.36875,0.83592,1.274,0.54397,0.39385
3.4392,0.33618,4.9046,0.34026,0.97913,11.234,0.36485,0.09865,14.853,17.95,0.94395,0.86942,1.2665,0.20212,0.74325
2.2044,0.3685,2.0143,0.60818,0.88877,5.7702,0.64955,0.92665,12.267,23.179,0.07435,0.72558,1.2563,0.36503,0.29895
1.7527,0.46086,1.8446,0.21579,1.4205,8.1485,0.33495,0.16175,13.14,16.276,0.04705,0.75944,1.1447,0.40263,0.83605
3.1667,0.4207,4.6376,0.80573,1.9324,13.335,0.50135,0.43725,13.302,21.32,0.81765,0.91653,1.0778,0.51377,0.82545
2.3336,0.57622,1.9086,0.53339,1.5398,17.133,0.85545,0.97675,14.923,23.526,0.82545,0.95851,1.2074,0.38777,0.84545
2.0409,0.39534,4.1357,0.28635,1.2817,19.052,0.53585,0.31195,13.505,18.145,0.52445,0.87531,1.2607,0.28402,0.98605
2.3376,0.68866,4.0646,0.85506,1.9402,13.08,0.93045,0.24695,12.215,22.287,0.01255,0.70846,1.2647,0.10478,0.66405
1.7376,0.42358,2.0154,0.18068,1.2085,17.927,0.87845,0.83465,14.988,17.256,0.43595,0.93944,1.1956,0.24798,0.54575
1.7763,0.3613,4.9092,0.99906,1.5776,8.0601,0.46895,0.98795,14.065,16.799,0.71965,0.68427,1.2038,0.54158,0.25725
3.447,0.51454,2.1522,0.79304,0.70103,10.557,0.42985,0.02455,13.057,23.947,0.21805,0.77746,1.2154,0.36567,0.73885
3.5106,0.61218,2.3279,0.57768,1.7268,11.259,0.43735,0.15655,12.987,23.944,0.22055,0.7955,1.1337,0.53578,0.67945
2.673,0.4803,3.2929,0.52646,1.3204,11.707,0.27005,0.33465,12.752,21.494,0.62845,0.88834,1.2653,0.25598,0.23565
1.6265,0.68686,2.5078,0.35852,1.1053,12.06,0.03365,0.23345,14.422,22.47,0.38715,0.74107,1.2625,0.59583,0.22095
1.9936,0.4805,4.0251,0.96342,0.97751,19.877,0.92465,0.69415,13.599,18.104,0.66045,0.69019,1.2156,0.22353,0.62165
2.2194,0.4203,3.5358,0.41307,0.55523,17.668,0.75395,0.16455,12.045,16.206,0.02995,0.83278,1.2555,0.24153,0.16615
3.241,0.40778,4.0307,0.50118,1.7657,4.8777,0.48705,0.23835,14.261,18.465,0.50475,0.71192,1.0761,0.23703,0.11485
1.5125,0.67526,1.8421,0.57732,0.39989,7.0706,0.02585,0.60815,14.228,21.74,0.27815,0.93877,1.1628,0.14128,0.64055
1.565,0.39226,2.6373,0.79863,1.5818,11.072,0.76515,0.62245,13.797,21.703,0.75535,0.7651,1.1928,0.26033,0.52065
1.8796,0.46006,4.7408,0.45915,0.21953,5.1837,0.29655,0.18275,14.454,17.463,0.98035,0.99173,1.2042,0.45427,0.38325
2.8076,0.3879,4.5319,0.93371,0.36371,6.2172,0.08795,0.75025,13.075,21.487,0.02045,0.69208,1.0604,0.18812,0.43655
3.1018,0.40482,3.6065,0.18707,0.46595,11.319,0.13535,0.58995,14.996,15.124,0.77715,0.89707,1.1269,0.22803,0.87895
2.8464,0.47694,3.2603,0.88494,1.8777,15.603,0.92245,0.04765,12.474,22.124,0.32095,0.85086,1.1639,0.20148,0.63225
2.448,0.69742,4.3492,0.67829,1.6026,14.693,0.41585,0.05935,14.683,21.173,0.46055,0.78187,1.2741,0.28158,0.19055
2.6501,0.66574,4.4829,0.48596,1.2059,4.5988,0.18825,0.96925,13.272,16.365,0.47875,0.69989,1.2249,0.13793,0.08605
2.1471,0.51982,1.9989,0.20903,1.6246,9.6121,0.72805,0.31835,14.311,18.951,0.44065,0.91051,1.0755,0.50723,0.30465
3.1102,0.53902,3.6541,0.1041,1.2463,10.668,0.43585,0.59145,12.53,16.89,0.56725,0.91083,1.1047,0.15108,0.90575
1.9262,0.3391,4.339,0.40623,1.8177,7.3597,0.92565,0.77835,14.233,16.826,0.97635,0.78734,1.262,0.22918,0.35985
2.9838,0.52422,4.1833,0.11472,1.7274,13.459,0.20225,0.81575,14.104,23.555,0.32115,0.84834,1.1075,0.18283,0.30425
1.884,0.6647,1.5548,0.51396,1.6842,18.223,0.84485,0.28115,12.655,22.123,0.72615,0.85093,1.1388,0.42722,0.62965
2.2565,0.48678,2.1834,0.22199,0.54047,11.917,0.77685,0.71945,12.641,17.768,0.46915,0.75224,1.0908,0.33803,0.37575
2.8074,0.45354,2.8452,0.8646,1.3778,18.52,0.07345,0.54495,14.498,19.586,0.40415,0.76142,1.1847,0.35593,0.58105
3.1209,0.34006,2.9807,0.95388,0.35543,17.396,0.20195,0.19065,14.172,18.404,0.85895,0.99576,1.0958,0.17018,0.52395
1.7044,0.5623,4.6152,0.2706,1.8057,7.5059,0.02445,0.21185,13.925,19.828,0.36815,0.81474,1.1126,0.46413,0.52755
3.4869,0.69814,4.8021,0.76604,1.4486,18.882,0.94875,0.20025,12.764,21.866,0.86055,0.91285,1.0844,0.22487,0.22785
